Mod:Item:MetaData, Localized Name
bloodmagic:sacrificial_dagger:1, [创造]牺牲匕首
bloodmagic:pack_sacrifice, 斗士铠衣
bloodmagic:pack_self_sacrifice, 血液背包
bloodmagic:dagger_of_sacrifice, 献祭刀
bloodmagic:ritual_diviner:0, 仪式推测仗
bloodmagic:ritual_diviner:1, 仪式推测仗 [薄暮]
bloodmagic:ritual_diviner:2, 仪式推测仗 [破晓]
bloodmagic:ritual_dismantler, 仪式拆卸杖
bloodmagic:ritual_reader, 仪式调整钳
bloodmagic:lava_crystal, 熔岩晶体
bloodmagic:bound_sword, 束缚之剑
bloodmagic:bound_pickaxe, 束缚之镐
bloodmagic:bound_axe, 束缚之斧
bloodmagic:bound_shovel, 束缚之锹
bloodmagic:sigil_divination, 占卜印记
bloodmagic:sigil_air, 风之印记
bloodmagic:sigil_water, 水之印记
bloodmagic:sigil_lava, 熔岩印记
bloodmagic:sigil_void, 虚空印记
bloodmagic:sigil_green_grove, 绿丛印记
bloodmagic:sigil_blood_light, 血光印记
bloodmagic:sigil_elemental_affinity, 元素印记
bloodmagic:sigil_magnetism, 磁引印记
bloodmagic:sigil_suppression, 抑液印记
bloodmagic:sigil_haste, 急速印记
bloodmagic:sigil_fast_miner, 速掘印记
bloodmagic:sigil_seer, 见解印记
bloodmagic:sigil_phantom_bridge, 影桥印记
bloodmagic:sigil_whirlwind, 旋风印记
bloodmagic:sigil_compression, 压挤印记
bloodmagic:sigil_ender_severance, 绝影印记
bloodmagic:sigil_holding, 集持印记
bloodmagic:sigil_teleposition, 传送印记
bloodmagic:sigil_transposition, 移位印记
bloodmagic:sigil_claw, 爪之印记
bloodmagic:sigil_bounce, 弹性印记
bloodmagic:sigil_frost, 冰霜印记
bloodmagic:component:0, 水之试剂
bloodmagic:component:1, 熔岩试剂
bloodmagic:component:2, 风之试剂
bloodmagic:component:3, 采掘试剂
bloodmagic:component:4, 虚空试剂
bloodmagic:component:5, 促生试剂
bloodmagic:component:6, 元素试剂
bloodmagic:component:7, 见解试剂
bloodmagic:component:8, 束缚试剂
bloodmagic:component:9, 抑液试剂
bloodmagic:component:10, 框架零件
bloodmagic:component:11, 血光试剂
bloodmagic:component:12, 磁引试剂
bloodmagic:component:13, 急速试剂
bloodmagic:component:14, 压挤试剂
bloodmagic:component:15, 影桥试剂
bloodmagic:component:16, 隔绝试剂
bloodmagic:component:17, 传送试剂
bloodmagic:component:18, 移位试剂
bloodmagic:component:19, 铁矿砂
bloodmagic:component:20, 金矿砂
bloodmagic:component:21, 煤矿砂
bloodmagic:component:22, 植物油
bloodmagic:component:23, 硫磺
bloodmagic:component:24, 硝石
bloodmagic:component:25, 神经毒素
bloodmagic:component:26, 防腐剂
bloodmagic:component:27, 集持试剂
bloodmagic:component:28, 简单的延时催化剂
bloodmagic:component:29, 简单的功效催化剂
bloodmagic:component:30, 爪之试剂
bloodmagic:component:31, 弹性试剂
bloodmagic:component:32, 霜之试剂
bloodmagic:item_demon_crystal:0, 恶魔意志晶体
bloodmagic:item_demon_crystal:1, 腐蚀意志晶体
bloodmagic:item_demon_crystal:2, 破坏意志晶体
bloodmagic:item_demon_crystal:3, 复仇意志晶体
bloodmagic:item_demon_crystal:4, 坚毅意志晶体
bloodmagic:teleposition_focus:0, 传送核心
bloodmagic:teleposition_focus:1, [加强]传送核心
bloodmagic:teleposition_focus:2, [强化]传送核心
bloodmagic:teleposition_focus:3, [恶魔]传送核心
bloodmagic:experience_tome, 经验手册
bloodmagic:blood_shard:0, [虚弱]气血碎片
bloodmagic:blood_shard:1, [恶魔]气血碎片
bloodmagic:living_armour_helmet, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_chest, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_leggings, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_boots, item.bloodmagic.livingArmour..name
bloodmagic:sentient_armour_helmet, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_chest, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_leggings, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_boots, item.bloodmagic.sentientArmour..name
bloodmagic:altar_maker, 祭坛搭建工具
bloodmagic:upgrade_trainer:0, 束灵盔甲训练手镯
bloodmagic:arcane_ashes, 奥术粉灰
bloodmagic:monster_soul:0, [原生]恶魔意志
bloodmagic:monster_soul:1, [腐蚀]恶魔意志
bloodmagic:monster_soul:2, [破坏]恶魔意志
bloodmagic:monster_soul:3, [复仇]恶魔意志
bloodmagic:monster_soul:4, [坚毅]恶魔意志
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_snare:0, 原始投网
bloodmagic:sentient_sword, 感知之剑
bloodmagic:sentient_bow, 感知之弓
bloodmagic:sentient_armour_gem, 感知盔甲宝石
bloodmagic:sentient_axe, 感知之斧
bloodmagic:sentient_pickaxe, 感知之镐
bloodmagic:sentient_shovel, 感知之锹
bloodmagic:node_router, 节点连接工具
bloodmagic:base_item_filter:0, 精确物品筛选器
bloodmagic:base_item_filter:1, NBT物品筛选器
bloodmagic:base_item_filter:2, Mod物品筛选器
bloodmagic:base_item_filter:3, 矿物物品筛选器
bloodmagic:base_fluid_filter:0, 精确液体筛选器
bloodmagic:cutting_fluid:0, 基础切削油
bloodmagic:cutting_fluid:1, 爆炸火药
bloodmagic:sanguine_book, 指示之书
bloodmagic:points_upgrade, item.bloodmagic.living_point_upgrade.name
bloodmagic:demon_will_gauge, 灵域测量仪
bloodmagic:potion_flask, 药剂瓶
bloodmagic:alchemic_vial, item.bloodmagic.alchemic_vial.name
bloodmagic:icarus_scroll, 伊卡洛斯卷轴
bloodarsenal:slate, tile.bloodarsenal.slate..name
bloodarsenal:blood_infused_wooden_log, 注血木
bloodarsenal:blood_infused_wooden_stairs, 注血木楼梯
bloodarsenal:blood_infused_wooden_fence, 注血木栅栏
bloodarsenal:blood_infused_wooden_fence_gate, 注血木栅栏门
bloodarsenal:blood_stained_glass, 染血玻璃
bloodarsenal:blood_stained_glass_pane, 染血玻璃板
bloodarsenal:blood_torch, 血之火把
bloodarsenal:blood_infused_iron_block, 注血铁块
bloodarsenal:blood_infused_glowstone, 注血荧石
bloodarsenal:glass_shards, 玻璃碎片
bloodarsenal:block_blood_burned_string, 炽血线
bloodarsenal:altare_aenigmatica, 暗秘祭坛
bloodarsenal:stasis_plate, 瘀板
bloodarsenal:blood_capacitor, 鲜血电容器
bloodarsenal:blood_infused_wooden_planks, 注血木板
bloodarsenal:blood_infused_wooden_slab:0, 注血木台阶
bloodarsenal:blood_diamond:0, 血钻
bloodarsenal:blood_diamond:1, 惰性血钻
bloodarsenal:blood_diamond:2, 注血钻石
bloodarsenal:blood_diamond:3, 束缚注血钻石
bloodarsenal:base_item:0, 玻璃碎片
bloodarsenal:base_item:1, 注血木棍
bloodarsenal:base_item:2, 注血荧石粉
bloodarsenal:base_item:3, 惰性血炼铁
bloodarsenal:base_item:4, 血炼铁
bloodarsenal:base_item:5, 瘀板
bloodarsenal:base_item:6, 快泳试剂
bloodarsenal:base_item:7, 末影试剂
bloodarsenal:base_item:8, 闪电试剂
bloodarsenal:base_item:9, 神性试剂
bloodarsenal:blood_burned_string, 炽血线
bloodarsenal:blood_orange, 血橙
bloodarsenal:blood_infused_wooden_pickaxe, 注血木镐
bloodarsenal:blood_infused_wooden_axe, 注血木斧
bloodarsenal:blood_infused_wooden_shovel, 注血木锹
bloodarsenal:blood_infused_wooden_sickle, 注血木镰
bloodarsenal:blood_infused_wooden_sword, 注血木剑
bloodarsenal:blood_infused_iron_pickaxe, 注血铁镐
bloodarsenal:blood_infused_iron_axe, 注血铁斧
bloodarsenal:blood_infused_iron_shovel, 注血铁锹
bloodarsenal:blood_infused_iron_sickle, 注血铁镰
bloodarsenal:blood_infused_iron_sword, 注血铁剑
bloodarsenal:glass_sacrificial_dagger, 玻璃牺牲匕首
bloodarsenal:glass_dagger_of_sacrifice, 玻璃献祭刀
bloodarsenal:gem:0, 牺牲宝石
bloodarsenal:gem:1, 献祭宝石
bloodarsenal:gem:2, 地狱魂石
bloodarsenal:sigil_swimming, 快泳印记
bloodarsenal:sigil_ender, 末影印记
bloodarsenal:sigil_augmented_holding, 扩持印记
bloodarsenal:sigil_lightning, 雷电印记
bloodarsenal:sigil_divinity, 神盾印记
bloodarsenal:sigil_sentience, 感知印记
bloodarsenal:bound_stick, 束缚棒
bloodarsenal:bound_sickle, 束缚镰
bloodarsenal:bound_igniter, 束缚点火器
bloodarsenal:bound_shears, 束缚剪刀
bloodarsenal:stasis_axe, 沉睡斧
bloodarsenal:stasis_pickaxe, 沉睡镐
bloodarsenal:stasis_shovel, 沉睡锹
bloodarsenal:stasis_sword, 沉睡剑
bloodarsenal:modifier_tome, 强化手册
bloodarsenal:warp_blade, 传送剑
bloodarsenal:sacrifice_amulet:0, 献祭项链
bloodarsenal:self_sacrifice_amulet:0, 牺牲项链
bloodarsenal:vampire_ring, 吸血戒指
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
botanianeedsit:mana_capacitor_manasteel:0, 魔力钢充能宝石
botanianeedsit:mana_capacitor_manasteel:1, 魔力钢储魔宝石
botanianeedsit:mana_capacitor_elementium:0, 魔力钢充能宝石
botanianeedsit:mana_capacitor_elementium:1, 魔力钢储魔宝石
botanianeedsit:mana_capacitor_terrasteel:0, 泰拉钢充能宝石
botanianeedsit:mana_capacitor_terrasteel:1, 泰拉钢储魔宝石
botanianeedsit:mana_charger, 魔力充能基座
deepmoblearning:machine_casing, 炭灰板材机械外壳
deepmoblearning:infused_ingot_block, 故障灌注块
deepmoblearning:simulation_chamber, 模拟室
deepmoblearning:extraction_chamber, 战利品制造器
deepmoblearning:trial_keystone, 测试楔石
deepmoblearning:soot_covered_redstone, 炭灰红石
deepmoblearning:soot_covered_plate, 炭灰板材
deepmoblearning:polymer_clay, 聚合粘土
deepmoblearning:deep_learner, §b深度学习器§r
deepmoblearning:data_model_blank, 空白数据模型
deepmoblearning:creative_model_learner, 创造模式模型学习器
deepmoblearning:trial_key, §b测试密钥§r
deepmoblearning:glitch_heart, §b损坏的故障心脏§r
deepmoblearning:glitch_fragment, §b不稳定故障碎片§r
deepmoblearning:glitch_infused_ingot, §b故障灌注锭§r
deepmoblearning:glitch_infused_helmet, §b故障灌注头盔§r
deepmoblearning:glitch_infused_chestplate, §b故障灌注胸甲§r
deepmoblearning:glitch_infused_leggings, §b故障灌注护腿§r
deepmoblearning:glitch_infused_boots, §b故障灌注靴子§r
deepmoblearning:glitch_infused_sword, §b故障灌注剑§r
deepmoblearning:data_model_zombie, §b僵尸数据模型§r
deepmoblearning:data_model_skeleton, §b骷髅数据模型§r
deepmoblearning:data_model_creeper, §b爬行者数据模型§r
deepmoblearning:data_model_spider, §b蜘蛛数据模型§r
deepmoblearning:data_model_slime, §b史莱姆数据模型§r
deepmoblearning:data_model_witch, §b女巫数据模型§r
deepmoblearning:data_model_blaze, §b烈焰人数据模型§r
deepmoblearning:data_model_ghast, §b恶魂数据模型§r
deepmoblearning:data_model_wither_skeleton, §b凋灵骷髅数据模型§r
deepmoblearning:data_model_enderman, §b末影人数据模型§r
deepmoblearning:data_model_wither, §b凋灵数据模型§r
deepmoblearning:data_model_dragon, §b末影龙数据模型§r
deepmoblearning:data_model_shulker, §b潜影贝数据模型§r
deepmoblearning:data_model_guardian, §b守卫者数据模型§r
deepmoblearning:data_model_thermal_elemental, §b热力元素数据模型§r
deepmoblearning:data_model_tinker_slime, §b蓝色史莱姆数据模型§r
deepmoblearning:living_matter_overworldian, 主世界物质
deepmoblearning:living_matter_hellish, 地狱物质
deepmoblearning:living_matter_extraterrestrial, 地外物质
deepmoblearning:pristine_matter_zombie, 原始僵尸物质
deepmoblearning:pristine_matter_skeleton, 原始骷髅物质
deepmoblearning:pristine_matter_creeper, 原始爬行者物质
deepmoblearning:pristine_matter_spider, 原始蜘蛛物质
deepmoblearning:pristine_matter_slime, 原始史莱姆物质
deepmoblearning:pristine_matter_witch, 原始女巫物质
deepmoblearning:pristine_matter_blaze, 原始烈焰人物质
deepmoblearning:pristine_matter_ghast, 原始恶魂物质
deepmoblearning:pristine_matter_wither_skeleton, 原始凋灵骷髅物质
deepmoblearning:pristine_matter_enderman, 原始末影人物质
deepmoblearning:pristine_matter_wither, 原始凋灵物质
deepmoblearning:pristine_matter_dragon, 原始末影龙物质
deepmoblearning:pristine_matter_shulker, 原始潜影贝物质
deepmoblearning:pristine_matter_guardian, 原始守卫者物质
deepmoblearning:pristine_matter_thermal_elemental, 原始热力膨胀物质
deepmoblearning:pristine_matter_tinker_slime, 原始蓝色史莱姆物质
deepmoblearningbm:digital_agonizer, 数字化苦难之井
deepmoblearningbm:altar_linker, 祭坛连接器
gregtech:machine:1, 小型固体燃料锅炉
gregtech:machine:2, 高压固体燃料锅炉
gregtech:machine:3, 简易太阳能锅炉
gregtech:machine:4, 高压太阳能锅炉
gregtech:machine:5, 小型岩浆锅炉
gregtech:machine:6, 高压岩浆锅炉
gregtech:machine:7, 蒸汽提取机
gregtech:machine:8, 高压蒸汽提取机
gregtech:machine:9, 蒸汽研磨机
gregtech:machine:10, 高压蒸汽研磨机
gregtech:machine:11, 蒸汽压缩机
gregtech:machine:12, 高压蒸汽压缩机
gregtech:machine:13, 蒸汽锻造锤
gregtech:machine:14, 高压蒸汽锻造锤
gregtech:machine:15, 蒸汽熔炉
gregtech:machine:16, 高压蒸汽熔炉
gregtech:machine:17, 蒸汽合金炉
gregtech:machine:18, 高压蒸汽合金炉
gregtech:machine:19, 蒸汽碎岩机
gregtech:machine:20, 高压蒸汽碎岩机
gregtech:machine:21, 蒸汽采矿机
gregtech:machine:50, 基础电炉
gregtech:machine:51, 进阶电炉
gregtech:machine:52, 进阶电炉 II
gregtech:machine:53, 进阶电炉 III
gregtech:machine:54, 精英电炉
gregtech:machine:55, 精英电炉 II
gregtech:machine:56, 精英电炉 III
gregtech:machine:57, 终极电炉
gregtech:machine:65, 基础研磨机
gregtech:machine:66, 进阶研磨机
gregtech:machine:67, 进阶研磨机 II
gregtech:machine:68, 进阶研磨机 III
gregtech:machine:69, 精英研磨机
gregtech:machine:70, 精英研磨机 II
gregtech:machine:71, 精英研磨机 III
gregtech:machine:72, 终极研磨机
gregtech:machine:80, 基础合金炉
gregtech:machine:81, 进阶合金炉
gregtech:machine:82, 进阶合金炉 II
gregtech:machine:83, 进阶合金炉 III
gregtech:machine:84, 精英合金炉
gregtech:machine:85, 精英合金炉 II
gregtech:machine:86, 精英合金炉 III
gregtech:machine:87, 终极合金炉
gregtech:machine:95, 基础电弧炉
gregtech:machine:96, 进阶电弧炉
gregtech:machine:97, 进阶电弧炉 II
gregtech:machine:98, 进阶电弧炉 III
gregtech:machine:99, 精英电弧炉
gregtech:machine:100, 精英电弧炉 II
gregtech:machine:101, 精英电弧炉 III
gregtech:machine:102, 终极电弧炉
gregtech:machine:110, 基础组装机
gregtech:machine:111, 进阶组装机
gregtech:machine:112, 进阶组装机 II
gregtech:machine:113, 进阶组装机 III
gregtech:machine:114, 进阶组装机 IV
gregtech:machine:115, 精英组装机 II
gregtech:machine:116, 精英组装机 III
gregtech:machine:117, 终极组装机
gregtech:machine:125, 基础高压釜
gregtech:machine:126, 进阶高压釜
gregtech:machine:127, 进阶高压釜 II
gregtech:machine:128, 进阶高压釜 III
gregtech:machine:129, 进阶高压釜 IV
gregtech:machine:130, 精英高压釜 II
gregtech:machine:131, 精英高压釜 III
gregtech:machine:132, 终极高压釜
gregtech:machine:140, 基础卷板机
gregtech:machine:141, 进阶卷板机
gregtech:machine:142, 进阶卷板机 II
gregtech:machine:143, 进阶卷板机 III
gregtech:machine:144, 精英卷板机
gregtech:machine:145, 精英卷板机 II
gregtech:machine:146, 精英卷板机 III
gregtech:machine:147, 终极卷板机
gregtech:machine:155, 基础酿造室
gregtech:machine:156, 进阶酿造室
gregtech:machine:157, 进阶酿造室 II
gregtech:machine:158, 进阶酿造室 III
gregtech:machine:159, 精英酿造室
gregtech:machine:160, 精英酿造室 II
gregtech:machine:161, 精英酿造室 III
gregtech:machine:162, 终极酿造室
gregtech:machine:170, 基础装罐机
gregtech:machine:171, 进阶装罐机
gregtech:machine:172, 进阶装罐机 II
gregtech:machine:173, 进阶装罐机 III
gregtech:machine:174, 精英装罐机
gregtech:machine:175, 精英装罐机 II
gregtech:machine:176, 精英装罐机 III
gregtech:machine:177, 终极装罐机
gregtech:machine:185, 基础离心机
gregtech:machine:186, 进阶离心机
gregtech:machine:187, 进阶离心机 II
gregtech:machine:188, 分子离心机
gregtech:machine:189, 精英离心机
gregtech:machine:190, 精英离心机 II
gregtech:machine:191, 精英离心机 III
gregtech:machine:192, 终极离心机
gregtech:machine:200, 基础化学浸洗器
gregtech:machine:201, 进阶化学浸洗器
gregtech:machine:202, 进阶化学浸洗器 II
gregtech:machine:203, 进阶化学浸洗器 III
gregtech:machine:204, 精英化学浸洗器
gregtech:machine:205, 精英化学浸洗器 II
gregtech:machine:206, 精英化学浸洗器 III
gregtech:machine:207, 终极化学浸洗器
gregtech:machine:215, 基础化学反应釜
gregtech:machine:216, 进阶化学反应釜
gregtech:machine:217, 进阶化学反应釜 II
gregtech:machine:218, 进阶化学反应釜 III
gregtech:machine:219, 精英化学反应釜
gregtech:machine:220, 精英化学反应釜 II
gregtech:machine:221, 精英化学反应釜 III
gregtech:machine:222, 终极化学反应釜
gregtech:machine:230, 基础压缩机
gregtech:machine:231, 进阶压缩机
gregtech:machine:232, 进阶压缩机 II
gregtech:machine:233, 进阶压缩机 III
gregtech:machine:234, 精英压缩机
gregtech:machine:235, 精英压缩机 II
gregtech:machine:236, 精英压缩机 III
gregtech:machine:237, 终极压缩机
gregtech:machine:245, 基础板材切割机
gregtech:machine:246, 进阶板材切割机
gregtech:machine:247, 进阶板材切割机 II
gregtech:machine:248, 进阶板材切割机 III
gregtech:machine:249, 精英板材切割机
gregtech:machine:250, 精英板材切割机 II
gregtech:machine:251, 精英板材切割机 III
gregtech:machine:252, 终极板材切割机
gregtech:machine:260, 基础蒸馏室
gregtech:machine:261, 进阶蒸馏室
gregtech:machine:262, 进阶蒸馏室 II
gregtech:machine:263, 进阶蒸馏室 III
gregtech:machine:264, 精英蒸馏室
gregtech:machine:265, 精英蒸馏室 II
gregtech:machine:266, 精英蒸馏室 III
gregtech:machine:267, 终极蒸馏室
gregtech:machine:275, 基础电解机
gregtech:machine:276, 进阶电解机
gregtech:machine:277, 进阶电解机 II
gregtech:machine:278, 进阶电解机 III
gregtech:machine:279, 精英电解机
gregtech:machine:280, 精英电解机 II
gregtech:machine:281, 精英电解机 III
gregtech:machine:282, 终极电解机
gregtech:machine:290, 基础电磁选矿机
gregtech:machine:291, 进阶电磁选矿机 Separator
gregtech:machine:292, 进阶电磁选矿机 II
gregtech:machine:293, 进阶电磁选矿机 III
gregtech:machine:294, 精英电磁选矿机
gregtech:machine:295, 精英电磁选矿机 II
gregtech:machine:296, 精英电磁选矿机 III
gregtech:machine:297, 终极电磁选矿机
gregtech:machine:305, 基础提取机
gregtech:machine:306, 进阶提取机
gregtech:machine:307, 进阶提取机 II
gregtech:machine:308, 进阶提取机 III
gregtech:machine:309, 精英提取机
gregtech:machine:310, 精英提取机 II
gregtech:machine:311, 精英提取机 III
gregtech:machine:312, 终极提取机
gregtech:machine:320, 基础压模器
gregtech:machine:321, 进阶压模器
gregtech:machine:322, 进阶压模器 II
gregtech:machine:323, 进阶压模器 III
gregtech:machine:324, 精英压模器
gregtech:machine:325, 精英压模器 II
gregtech:machine:326, 精英压模器 III
gregtech:machine:327, 终极压模器
gregtech:machine:335, 基础发酵槽
gregtech:machine:336, 进阶发酵槽
gregtech:machine:337, 进阶发酵槽 II
gregtech:machine:338, 进阶发酵槽 III
gregtech:machine:339, 精英发酵槽
gregtech:machine:340, 精英发酵槽 II
gregtech:machine:341, 精英发酵槽 III
gregtech:machine:342, 终极发酵槽
gregtech:machine:380, 基础流体加热器
gregtech:machine:381, 进阶流体加热器
gregtech:machine:382, 进阶流体加热器 II
gregtech:machine:383, 进阶流体加热器 III
gregtech:machine:384, 精英流体加热器
gregtech:machine:385, 精英流体加热器 II
gregtech:machine:386, 精英流体加热器 III
gregtech:machine:387, 终极流体加热器
gregtech:machine:395, 基础流体固化机
gregtech:machine:396, 进阶流体固化机
gregtech:machine:397, 进阶流体固化机 II
gregtech:machine:398, 进阶流体固化机 III
gregtech:machine:399, 精英流体固化机
gregtech:machine:400, 精英流体固化机 II
gregtech:machine:401, 精英流体固化机 III
gregtech:machine:402, 终极流体固化机
gregtech:machine:410, 基础锻造锤
gregtech:machine:411, 进阶锻造锤
gregtech:machine:412, 进阶锻造锤 II
gregtech:machine:413, 进阶锻造锤 III
gregtech:machine:414, 精英锻造锤
gregtech:machine:415, 精英锻造锤 II
gregtech:machine:416, 精英锻造锤 III
gregtech:machine:417, 终极锻造锤
gregtech:machine:425, 基础冲压机床
gregtech:machine:426, 进阶冲压机床
gregtech:machine:427, 进阶冲压机床 II
gregtech:machine:428, 进阶冲压机床 III
gregtech:machine:429, 精英冲压机床
gregtech:machine:430, 精英冲压机床 II
gregtech:machine:431, 精英冲压机床 III
gregtech:machine:432, 终极冲压机床
gregtech:machine:440, 基础车床
gregtech:machine:441, 进阶车床
gregtech:machine:442, 进阶车床 II
gregtech:machine:443, 进阶车床 III
gregtech:machine:444, 精英车床
gregtech:machine:445, 精英车床 II
gregtech:machine:446, 精英车床 III
gregtech:machine:447, 终极车床
gregtech:machine:470, 基础搅拌机
gregtech:machine:471, 进阶搅拌机
gregtech:machine:472, 进阶搅拌机 II
gregtech:machine:473, 进阶搅拌机 III
gregtech:machine:474, 精英搅拌机
gregtech:machine:475, 精英搅拌机 II
gregtech:machine:476, 精英搅拌机 III
gregtech:machine:477, 终极搅拌机
gregtech:machine:485, 基础洗矿厂
gregtech:machine:486, 进阶洗矿厂
gregtech:machine:487, 进阶洗矿厂 II
gregtech:machine:488, 进阶洗矿厂 III
gregtech:machine:489, 精英洗矿厂
gregtech:machine:490, 精英洗矿厂 II
gregtech:machine:491, 精英洗矿厂 III
gregtech:machine:492, 终极洗矿厂
gregtech:machine:500, 基础打包机
gregtech:machine:501, 进阶打包机
gregtech:machine:502, 进阶打包机 II
gregtech:machine:503, 进阶打包机 III
gregtech:machine:504, 精英打包机
gregtech:machine:505, 精英打包机 II
gregtech:machine:506, 精英打包机 III
gregtech:machine:507, 终极打包机
gregtech:machine:530, 基础集气器
gregtech:machine:531, 进阶集气器
gregtech:machine:532, 进阶集气器 II
gregtech:machine:533, 进阶集气器 III
gregtech:machine:534, 精英集气器
gregtech:machine:535, 精英集气器 II
gregtech:machine:536, 精英集气器 III
gregtech:machine:537, 终极集气器
gregtech:machine:545, 基础两极磁化机
gregtech:machine:546, 进阶两极磁化机
gregtech:machine:547, 进阶两极磁化机 II
gregtech:machine:548, 进阶两极磁化机 III
gregtech:machine:549, 精英两极磁化机
gregtech:machine:550, 精英两极磁化机 II
gregtech:machine:551, 精英两极磁化机 III
gregtech:machine:552, 终极两极磁化机
gregtech:machine:560, 基础精密激光蚀刻机
gregtech:machine:561, 进阶精密激光蚀刻机
gregtech:machine:562, 进阶精密激光蚀刻机 II
gregtech:machine:563, 进阶精密激光蚀刻机 III
gregtech:machine:564, 进阶精密激光蚀刻机 IV
gregtech:machine:565, 精英精密激光蚀刻机 II
gregtech:machine:566, 精英精密激光蚀刻机 III
gregtech:machine:567, 终极精密激光蚀刻机
gregtech:machine:575, 基础筛选器
gregtech:machine:576, 进阶筛选器
gregtech:machine:577, 进阶筛选器 II
gregtech:machine:578, 进阶筛选器 III
gregtech:machine:579, 精英筛选器
gregtech:machine:580, 精英筛选器 II
gregtech:machine:581, 精英筛选器 III
gregtech:machine:582, 终极筛选器
gregtech:machine:605, 基础热力离心机
gregtech:machine:606, 进阶热力离心机
gregtech:machine:607, 进阶热力离心机 II
gregtech:machine:608, 进阶热力离心机 III
gregtech:machine:609, 精英热力离心机
gregtech:machine:610, 精英热力离心机 II
gregtech:machine:611, 精英热力离心机 III
gregtech:machine:612, 终极热力离心机
gregtech:machine:620, 基础线材轧机
gregtech:machine:621, 进阶线材轧机
gregtech:machine:622, 进阶线材轧机 II
gregtech:machine:623, 进阶线材轧机 III
gregtech:machine:624, 精英线材轧机
gregtech:machine:625, 精英线材轧机 II
gregtech:machine:626, 精英线材轧机 III
gregtech:machine:627, 终极线材轧机
gregtech:machine:635, 基础电路组装机
